game_id,hand_id,round_index,player_name,action,amount,hole_cards,community_cards,pot,player_stack,small_blind,big_blind,winner
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,preflop,Dave,raise,30,SQ-HJ,,60,970,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,preflop,Alice,raise,40,D3-HA,,100,960,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,preflop,Bob,call,40,S3-H7,,130,960,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,preflop,Carol,fold,0,C9-C3,,130,980,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,preflop,Dave,raise,104,SQ-HJ,,204,896,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,preflop,Alice,call,104,D3-HA,,268,896,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,preflop,Bob,raise,168,S3-H7,,396,832,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,preflop,Dave,raise,232,SQ-HJ,,524,768,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,preflop,Alice,call,232,D3-HA,,652,768,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,preflop,Bob,raise,296,S3-H7,,780,704,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,preflop,Dave,raise,360,SQ-HJ,,908,640,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,preflop,Alice,fold,0,D3-HA,,908,768,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,preflop,Bob,call,360,S3-H7,,972,640,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,flop,Bob,raise,583,S3-H7,CT-C5-S8,1555,57,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,flop,Dave,call,583,SQ-HJ,CT-C5-S8,2138,57,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,turn,Bob,call,0,S3-H7,CT-C5-S8-S2,2138,57,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,1,turn,Dave,fold,0,SQ-HJ,CT-C5-S8-S2,2138,57,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,2,preflop,Alice,call,20,DK-HT,,50,748,10,20,Bob
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,2,preflop,Bob,raise,50,H3-D7,,100,2145,10,20,Bob
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,2,preflop,Carol,raise,90,S2-HA,,180,890,10,20,Bob
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,2,preflop,Dave,raise,-1,H4-C9,,180,37,10,20,Bob
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,2,preflop,Alice,raise,180,DK-HT,,340,588,10,20,Bob
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,2,preflop,Bob,raise,270,H3-D7,,560,1925,10,20,Bob
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,2,preflop,Carol,fold,0,S2-HA,,560,890,10,20,Bob
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,2,preflop,Alice,fold,0,DK-HT,,560,588,10,20,Bob
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,3,preflop,Bob,raise,30,HQ-HT,,60,2455,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,3,preflop,Carol,fold,0,H6-S5,,60,890,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,3,preflop,Dave,fold,0,S3-DQ,,60,27,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,3,preflop,Alice,call,30,H4-DA,,70,558,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,3,flop,Alice,raise,56,H4-DA,C8-DT-CK,126,502,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,3,flop,Bob,call,56,HQ-HT,C8-DT-CK,182,2399,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,3,turn,Alice,fold,0,H4-DA,C8-DT-CK-C6,182,502,10,20,Alice
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,4,preflop,Carol,raise,30,S2-H3,,60,860,10,20,Bob
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,4,preflop,Dave,fold,0,S4-DA,,60,27,10,20,Bob
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,4,preflop,Alice,raise,60,CA-D5,,110,442,10,20,Bob
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,4,preflop,Bob,raise,90,H5-H6,,180,2491,10,20,Bob
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,4,preflop,Carol,fold,0,S2-H3,,180,860,10,20,Bob
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,4,preflop,Alice,raise,120,CA-D5,,240,382,10,20,Bob
dd28219f-b884-4bc6-bfa5-773cfd3f41b2,4,preflop,Bob,fold,0,H5-H6,,240,2491,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,1,preflop,Dave,fold,0,S6-S7,,30,1000,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,1,preflop,Alice,fold,0,H2-S4,,30,1000,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,1,preflop,Bob,call,20,SQ-D9,,40,980,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,1,preflop,Carol,fold,0,C5-H4,,40,980,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,2,preflop,Alice,call,20,S4-C7,,50,980,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,2,preflop,Bob,raise,30,CQ-SQ,,80,990,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,2,preflop,Carol,call,30,S9-H4,,100,950,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,2,preflop,Dave,raise,90,C4-S7,,170,910,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,2,preflop,Alice,fold,0,S4-C7,,170,980,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,2,preflop,Bob,fold,0,CQ-SQ,,170,990,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,2,preflop,Carol,call,90,S9-H4,,230,890,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,2,flop,Carol,fold,0,S9-H4,S8-HA-D5,230,890,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,3,preflop,Bob,call,20,CJ-S5,,50,970,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,3,preflop,Carol,raise,45,D2-C3,,95,845,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,3,preflop,Dave,fold,0,CT-SJ,,95,1130,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,3,preflop,Alice,call,45,H4-CQ,,120,935,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,3,preflop,Bob,raise,72,CJ-S5,,172,918,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,3,preflop,Carol,call,72,D2-C3,,199,818,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,3,preflop,Alice,call,72,H4-CQ,,226,908,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,3,flop,Alice,raise,90,H4-CQ,S2-D6-HK,316,818,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,3,flop,Bob,call,90,CJ-S5,S2-D6-HK,406,828,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,3,flop,Carol,call,90,D2-C3,S2-D6-HK,496,728,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,3,turn,Alice,fold,0,H4-CQ,S2-D6-HK-HA,496,818,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,3,turn,Bob,raise,347,CJ-S5,S2-D6-HK-HA,843,481,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,3,turn,Carol,call,347,D2-C3,S2-D6-HK-HA,1190,381,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,3,river,Bob,fold,0,CJ-S5,S2-D6-HK-HA-DQ,1190,481,10,20,Alice
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,4,preflop,Carol,fold,0,D4-C2,,30,1571,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,4,preflop,Dave,call,20,H9-D9,,50,1110,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,4,preflop,Alice,call,20,DJ-SK,,60,798,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,4,preflop,Bob,raise,30,HA-H8,,70,451,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,4,preflop,Dave,call,30,H9-D9,,80,1100,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,4,preflop,Alice,raise,40,DJ-SK,,100,778,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,4,preflop,Bob,raise,50,HA-H8,,120,431,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,4,preflop,Dave,call,50,H9-D9,,140,1080,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,4,preflop,Alice,call,50,DJ-SK,,150,768,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,4,flop,Alice,fold,0,DJ-SK,HJ-D2-D3,150,768,10,20,Bob
5708cc59-4fc6-4407-ae3c-6f7729c6f0fa,4,flop,Bob,fold,0,HA-H8,HJ-D2-D3,150,431,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,1,preflop,Dave,raise,30,S6-C8,,60,970,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,1,preflop,Alice,call,30,CK-S2,,90,970,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,1,preflop,Bob,call,30,HK-D9,,110,970,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,1,preflop,Carol,raise,77,D5-C3,,167,923,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,1,preflop,Dave,raise,124,S6-C8,,261,876,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,1,preflop,Alice,fold,0,CK-S2,,261,970,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,1,preflop,Bob,raise,171,HK-D9,,402,829,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,1,preflop,Carol,call,171,D5-C3,,496,829,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,1,preflop,Dave,raise,496,S6-C8,,868,504,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,1,preflop,Bob,fold,0,HK-D9,,868,829,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,1,preflop,Carol,call,496,D5-C3,,1193,504,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,1,flop,Carol,fold,0,D5-C3,C9-S7-S5,1193,504,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,2,preflop,Alice,fold,0,S3-H9,,30,970,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,2,preflop,Bob,call,20,D4-H3,,50,809,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,2,preflop,Carol,raise,30,SK-CK,,70,474,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,2,preflop,Dave,call,30,S4-C4,,80,1667,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,2,preflop,Bob,raise,64,D4-H3,,124,765,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,2,preflop,Carol,raise,98,SK-CK,,192,406,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,2,preflop,Dave,raise,134,S4-C4,,296,1563,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,2,preflop,Bob,raise,170,D4-H3,,402,659,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,2,preflop,Carol,call,170,SK-CK,,474,334,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,2,preflop,Dave,call,170,S4-C4,,510,1527,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,2,flop,Carol,fold,0,SK-CK,C7-D9-D8,510,334,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,2,flop,Dave,fold,0,S4-C4,C7-D9-D8,510,1527,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,3,preflop,Bob,fold,0,S4-CQ,,30,1169,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,3,preflop,Carol,fold,0,S3-S2,,30,334,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,3,preflop,Dave,raise,30,H4-CT,,50,1497,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,3,preflop,Alice,fold,0,C5-HK,,50,950,10,20,Alice
5a3357bf-161d-41a7-9160-9ab71f84e7aa,4,preflop,Carol,call,20,DT-SQ,,50,314,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,4,preflop,Dave,fold,0,D6-SA,,50,1547,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,4,preflop,Alice,call,20,HK-H2,,60,930,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,4,preflop,Bob,call,20,HQ-C6,,60,1149,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,4,flop,Alice,raise,48,HK-H2,H8-D9-DA,108,882,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,4,flop,Bob,fold,0,HQ-C6,H8-D9-DA,108,1149,10,20,Bob
5a3357bf-161d-41a7-9160-9ab71f84e7aa,4,flop,Carol,fold,0,DT-SQ,H8-D9-DA,108,314,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,1,preflop,Dave,call,20,DT-SA,,50,980,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,1,preflop,Alice,raise,30,C8-D8,,80,970,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,1,preflop,Bob,call,30,ST-CQ,,100,970,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,1,preflop,Carol,call,30,D9-D7,,110,970,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,1,preflop,Dave,raise,77,DT-SA,,167,923,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,1,preflop,Alice,fold,0,C8-D8,,167,970,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,1,preflop,Bob,raise,150,ST-CQ,,287,850,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,1,preflop,Carol,fold,0,D9-D7,,287,970,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,1,preflop,Dave,fold,0,DT-SA,,287,923,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,2,preflop,Alice,raise,30,HA-S5,,60,940,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,2,preflop,Bob,call,30,HK-CJ,,90,1107,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,2,preflop,Carol,fold,0,DQ-ST,,90,960,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,2,preflop,Dave,fold,0,D6-SK,,90,903,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,2,flop,Alice,raise,81,HA-S5,DT-DK-CA,171,859,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,2,flop,Bob,raise,162,HK-CJ,DT-DK-CA,333,945,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,2,flop,Alice,fold,0,HA-S5,DT-DK-CA,333,859,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,preflop,Bob,call,20,CQ-S6,,50,1258,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,preflop,Carol,raise,30,H2-H8,,80,930,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,preflop,Dave,call,30,SK-H9,,100,873,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,preflop,Alice,fold,0,D4-H3,,100,839,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,preflop,Bob,raise,70,CQ-S6,,150,1208,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,preflop,Carol,fold,0,H2-H8,,150,930,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,preflop,Dave,raise,110,SK-H9,,230,793,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,preflop,Bob,raise,161,CQ-S6,,321,1117,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,preflop,Dave,raise,212,SK-H9,,423,691,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,preflop,Bob,call,212,CQ-S6,,474,1066,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,flop,Dave,call,0,SK-H9,DJ-S2-DA,474,691,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,flop,Bob,call,0,CQ-S6,DJ-S2-DA,474,1066,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,turn,Dave,raise,189,SK-H9,DJ-S2-DA-C4,663,502,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,turn,Bob,raise,378,CQ-S6,DJ-S2-DA-C4,1041,688,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,turn,Dave,raise,567,SK-H9,DJ-S2-DA-C4,1419,124,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,3,turn,Bob,fold,0,CQ-S6,DJ-S2-DA-C4,1419,688,10,20,Alice
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,4,preflop,Carol,call,20,H7-D3,,50,910,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,4,preflop,Dave,fold,0,C3-DK,,50,1543,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,4,preflop,Alice,call,20,DQ-S9,,60,819,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,4,preflop,Bob,raise,30,DJ-S2,,70,658,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,4,preflop,Carol,call,30,H7-D3,,80,900,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,4,preflop,Alice,fold,0,DQ-S9,,80,819,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,4,flop,Bob,call,0,DJ-S2,SA-S8-S7,80,658,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,4,flop,Carol,raise,56,H7-D3,SA-S8-S7,136,844,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,4,flop,Bob,raise,112,DJ-S2,SA-S8-S7,248,546,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,4,flop,Carol,raise,198,H7-D3,SA-S8-S7,390,702,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,4,flop,Bob,call,198,DJ-S2,SA-S8-S7,476,460,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,4,turn,Bob,raise,95,DJ-S2,SA-S8-S7-CQ,571,365,10,20,Bob
cf064ec9-d503-44fb-8d78-5fcb8a2f5047,4,turn,Carol,fold,0,H7-D3,SA-S8-S7-CQ,571,702,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,1,preflop,Dave,raise,30,CJ-H6,,60,970,10,20,Alice
777d886d-c0f8-4f82-9d80-8b340988b210,1,preflop,Alice,raise,60,HK-S9,,120,940,10,20,Alice
777d886d-c0f8-4f82-9d80-8b340988b210,1,preflop,Bob,fold,0,C8-H8,,120,990,10,20,Alice
777d886d-c0f8-4f82-9d80-8b340988b210,1,preflop,Carol,fold,0,C3-SA,,120,980,10,20,Alice
777d886d-c0f8-4f82-9d80-8b340988b210,1,preflop,Dave,call,60,CJ-H6,,150,940,10,20,Alice
777d886d-c0f8-4f82-9d80-8b340988b210,1,flop,Dave,raise,60,CJ-H6,D4-S6-DT,210,880,10,20,Alice
777d886d-c0f8-4f82-9d80-8b340988b210,1,flop,Alice,raise,120,HK-S9,D4-S6-DT,330,820,10,20,Alice
777d886d-c0f8-4f82-9d80-8b340988b210,1,flop,Dave,fold,0,CJ-H6,D4-S6-DT,330,880,10,20,Alice
777d886d-c0f8-4f82-9d80-8b340988b210,2,preflop,Alice,raise,30,SK-D8,,60,1120,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,2,preflop,Bob,raise,40,ST-H4,,100,950,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,2,preflop,Carol,call,40,HA-C5,,130,940,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,2,preflop,Dave,call,40,S8-S5,,150,840,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,2,preflop,Alice,call,40,SK-D8,,160,1110,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,2,flop,Carol,call,0,HA-C5,DA-D5-C3,160,940,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,2,flop,Dave,raise,112,S8-S5,DA-D5-C3,272,728,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,2,flop,Alice,raise,224,SK-D8,DA-D5-C3,496,886,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,2,flop,Bob,fold,0,ST-H4,DA-D5-C3,496,950,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,2,flop,Carol,call,224,HA-C5,DA-D5-C3,720,716,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,2,flop,Dave,call,224,S8-S5,DA-D5-C3,832,616,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,2,turn,Carol,raise,166,HA-C5,DA-D5-C3-D3,998,550,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,2,turn,Dave,fold,0,S8-S5,DA-D5-C3-D3,998,616,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,2,turn,Alice,fold,0,SK-D8,DA-D5-C3-D3,998,886,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,3,preflop,Bob,fold,0,HA-HT,,30,950,10,20,Alice
777d886d-c0f8-4f82-9d80-8b340988b210,3,preflop,Carol,fold,0,CK-SK,,30,1548,10,20,Alice
777d886d-c0f8-4f82-9d80-8b340988b210,3,preflop,Dave,raise,30,D5-HJ,,50,586,10,20,Alice
777d886d-c0f8-4f82-9d80-8b340988b210,3,preflop,Alice,call,30,S8-C9,,60,856,10,20,Alice
777d886d-c0f8-4f82-9d80-8b340988b210,3,flop,Dave,fold,0,D5-HJ,DJ-HK-DT,60,586,10,20,Alice
777d886d-c0f8-4f82-9d80-8b340988b210,4,preflop,Carol,fold,0,DJ-CQ,,30,1548,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,4,preflop,Dave,raise,30,H3-SA,,60,556,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,4,preflop,Alice,fold,0,S8-D6,,60,906,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,4,preflop,Bob,call,30,S7-CA,,70,920,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,4,flop,Bob,call,0,S7-CA,SQ-C7-D4,70,920,10,20,Bob
777d886d-c0f8-4f82-9d80-8b340988b210,4,flop,Dave,fold,0,H3-SA,SQ-C7-D4,70,556,10,20,Bob
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,1,preflop,Dave,fold,0,H2-H9,,30,1000,10,20,Alice
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,1,preflop,Alice,raise,30,SK-ST,,60,970,10,20,Alice
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,1,preflop,Bob,raise,48,S5-C8,,98,952,10,20,Alice
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,1,preflop,Carol,fold,0,HK-S6,,98,980,10,20,Alice
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,1,preflop,Alice,call,48,SK-ST,,116,952,10,20,Alice
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,1,flop,Bob,fold,0,S5-C8,D8-C3-H4,116,952,10,20,Alice
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,2,preflop,Alice,fold,0,SQ-H6,,30,1068,10,20,Bob
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,2,preflop,Bob,call,20,DK-S8,,50,932,10,20,Bob
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,2,preflop,Carol,call,20,C6-C9,,60,960,10,20,Bob
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,2,preflop,Dave,call,20,HQ-DQ,,60,980,10,20,Bob
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,2,flop,Carol,fold,0,C6-C9,DT-D8-SA,60,960,10,20,Bob
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,2,flop,Dave,call,0,HQ-DQ,DT-D8-SA,60,980,10,20,Bob
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,2,flop,Bob,call,0,DK-S8,DT-D8-SA,60,932,10,20,Bob
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,2,turn,Dave,raise,42,HQ-DQ,DT-D8-SA-H7,102,938,10,20,Bob
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,2,turn,Bob,fold,0,DK-S8,DT-D8-SA-H7,102,932,10,20,Bob
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,3,preflop,Bob,fold,0,D9-C9,,30,932,10,20,Alice
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,3,preflop,Carol,raise,30,S6-C8,,60,930,10,20,Alice
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,3,preflop,Dave,fold,0,D4-H9,,60,1030,10,20,Alice
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,3,preflop,Alice,fold,0,HQ-H7,,60,1048,10,20,Alice
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,4,preflop,Carol,raise,30,D6-C5,,60,960,10,20,Bob
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,4,preflop,Dave,raise,40,DJ-C4,,100,990,10,20,Bob
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,4,preflop,Alice,fold,0,SK-CK,,100,1038,10,20,Bob
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,4,preflop,Bob,raise,60,HQ-H9,,140,872,10,20,Bob
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,4,preflop,Carol,call,60,D6-C5,,170,930,10,20,Bob
aae5cd26-27ce-4769-a3e5-56bedd63e6fd,4,preflop,Dave,fold,0,DJ-C4,,170,990,10,20,Bob
